K159;021;022;u021;051;052;081;082;111;112;421;481;651;652;711;712;713
2019-11-04 03:45;4;4;5;0;0;2;1;1;0;0;0;0;0;0;0;0
2019-11-04 04:00;3;3;3;0;0;1;2;0;0;0;0;0;0;0;0;0
2019-11-04 04:15;3;3;3;1;0;5;5;0;0;0;0;1;1;0;0;1
2019-11-04 04:30;3;3;3;3;0;6;6;3;1;0;0;3;0;3;0;0
2019-11-04 04:45;7;7;7;4;0;6;7;4;0;0;0;5;1;4;0;0
2019-11-04 05:00;3;3;3;3;1;7;7;3;1;0;0;3;1;3;2;0
2019-11-04 05:15;9;8;8;4;0;5;6;2;0;0;0;4;1;2;0;0
2019-11-04 05:30;11;11;13;8;1;16;16;5;1;0;0;8;7;4;0;2
2019-11-04 05:45;16;14;16;13;1;12;12;6;1;0;0;11;4;4;0;1
2019-11-04 06:00;15;14;18;7;1;17;17;9;1;0;5;13;5;6;0;0
2019-11-04 06:15;23;23;22;21;5;15;11;8;2;0;7;26;12;9;1;2
2019-11-04 06:30;55;50;51;41;8;31;27;18;5;0;7;44;12;16;3;1
2019-11-04 06:45;49;48;51;33;10;44;33;21;15;4;8;47;13;18;8;7
2019-11-04 07:00;46;39;38;37;19;49;42;29;10;4;9;49;27;25;5;5
2019-11-04 07:15;64;54;52;52;29;66;61;28;12;6;10;66;33;23;9;4
2019-11-04 07:30;72;58;55;56;37;83;70;37;20;3;7;65;40;31;12;11
2019-11-04 07:45;113;98;101;60;54;102;88;36;28;5;5;74;59;21;21;8
2019-11-04 08:00;126;110;101;64;63;107;90;38;28;6;8;83;68;37;26;7
2019-11-04 08:15;134;113;105;65;75;116;94;45;36;7;6;71;80;52;27;11
